Brand,Year,Model,UsedOrNew,Transmission,Kilometres,Price,State,Litres
Holden,2015,Commodore,USED,Automatic,82010,43984,WA,6.0
Hyundai,2020,I30,USED,Automatic,61732,23999,WA,2.0
Mazda,2018,CX-8,USED,Automatic,57229,45990,WA,2.2
Mercedes-Benz,2014,C200,USED,Automatic,87000,30990,WA,2.0
Mitsubishi,2021,Pajero,USED,Automatic,63014,53880,WA,2.4
Hyundai,2019,I30,USED,Automatic,70373,23988,WA,2.0
Toyota,2017,Landcruiser,USED,Automatic,34000,64999,WA,2.8
Jeep,2011,Wrangler,USED,Automatic,158447,26999,WA,3.8
Toyota,2018,Hilux,USED,Automatic,164440,36990,WA,2.8
Mitsubishi,2010,Outlander,USED,Automatic,123817,13990,WA,2.4
Kia,2016,Sportage,USED,Automatic,99357,21955,WA,2.0
Jeep,2016,Grand,USED,Automatic,104369,28990,WA,3.0
Toyota,2022,RAV4,USED,Automatic,12267,53887,WA,2.0
Nissan,2015,Navara,USED,Manual,143989,21990,WA,2.5
Toyota,2020,Hilux,USED,Automatic,44727,64989,WA,2.8
Jeep,2020,Wrangler,USED,Automatic,19173,71466,WA,3.6
Toyota,2020,RAV4,USED,Automatic,496,51668,WA,2.5
Holden,2013,Commodore,USED,Automatic,229394,16990,WA,3.6
Jeep,2013,Grand,USED,Automatic,123001,26999,WA,3.0
Toyota,2023,Hilux,USED,Automatic,20,69995,WA,2.8
Subaru,2018,Forester,USED,Automatic,85646,29990,WA,2.5
Ford,2019,Everest,USED,Automatic,54066,51888,WA,2.0
Mitsubishi,2019,Pajero,USED,Automatic,69503,46888,WA,2.4
BMW,2016,X3,USED,Automatic,85748,34990,WA,2.0
MG,2020,HS,USED,Automatic,31899,24977,WA,1.5
Ford,2016,Ranger,USED,Automatic,229327,23990,WA,3.2
Hyundai,2020,Tucson,USED,Automatic,56438,30388,WA,2.0
GWM,2022,Haval,USED,Automatic,14651,34998,WA,1.5
Holden,2016,Trax,USED,Automatic,25273,15499,WA,1.8
Ford,2009,Fiesta,USED,Automatic,61250,10499,WA,1.4
Holden,2016,Commodore,USED,Automatic,132906,24911,WA,3.6
Kia,2017,Cerato,USED,Automatic,35288,17999,WA,2.0
Hyundai,2020,Kona,USED,Automatic,57156,26999,WA,2.0
Kia,2009,Sportage,USED,Automatic,194864,8880,WA,2.0
Kia,2014,Sportage,USED,Automatic,188808,13990,WA,2.0
Jeep,2019,Cherokee,USED,Automatic,29282,28999,WA,3.2
MG,2021,HS,USED,Automatic,38151,27588,WA,1.5
Subaru,2005,Forester,USED,Manual,230000,8999,WA,2.5
MG,2021,HS,USED,Automatic,24291,26977,WA,1.5
Ford,2016,Territory,USED,Automatic,39480,29990,WA,2.7
MG,2021,HS,USED,Automatic,38303,25977,WA,1.5
Ssangyong,2009,Rexton,USED,Automatic,222356,9790,WA,2.7
Toyota,2018,Hilux,USED,Automatic,124746,41290,WA,2.8
Subaru,2016,XV,USED,Automatic,145304,18990,WA,2.0
Toyota,2018,Hilux,USED,Automatic,85354,47977,WA,2.8
Hyundai,2020,Tucson,USED,Automatic,52272,30388,WA,2.0
Toyota,2018,Hilux,USED,Automatic,125543,46990,WA,2.8
Toyota,2022,Hilux,USED,Automatic,32635,71988,WA,2.8
MG,2021,HS,USED,Automatic,35880,28980,WA,1.5
Hyundai,2017,Tucson,USED,Automatic,143681,22999,WA,2.0
Honda,2007,Civic,USED,Automatic,91102,10999,WA,1.8
Isuzu,2022,D-MAX,NEW,Manual,12,62811,WA,3.0
Nissan,2019,Navara,USED,Automatic,38301,57888,WA,2.3
Toyota,2018,Hilux,USED,Automatic,107819,47980,WA,2.8
Honda,2014,CR-V,USED,Automatic,166509,16990,WA,2.0
Kia,2019,Seltos,USED,Automatic,21630,28999,WA,2.0
Mitsubishi,2018,Pajero,USED,Automatic,70300,43999,WA,2.4
Mazda,2020,BT-50,USED,Automatic,63125,52888,WA,3.2
Toyota,2018,Hilux,USED,Automatic,121135,40990,WA,2.8
Subaru,2019,Liberty,USED,Automatic,55877,27990,WA,2.5
Subaru,2019,XV,USED,Automatic,63982,29951,WA,2.0
Toyota,2023,Corolla,USED,Automatic,6000,36773,WA,1.8
Ford,2012,Fiesta,USED,Manual,149586,4985,WA,1.6
Toyota,2012,FJ,USED,Automatic,150889,37994,WA,4.0
Hyundai,2020,Kona,USED,Automatic,54432,26999,WA,2.0
Volkswagen,2021,Polo,USED,Automatic,67064,35990,WA,2.0
MG,2022,HS,USED,Automatic,14516,27999,WA,1.5
Suzuki,2018,Baleno,USED,Automatic,64017,16999,WA,1.4
LDV,2020,T60,USED,Automatic,55037,36999,WA,2.8
Hyundai,2018,I30,USED,Automatic,99545,20968,WA,2.0
Subaru,2020,Forester,USED,Automatic,47000,35488,WA,2.5
Kia,2019,Carnival,USED,Automatic,58384,33990,WA,3.3
Mitsubishi,2020,ASX,USED,Automatic,51851,25780,WA,2.0
Holden,2013,Captiva,USED,Automatic,101470,13488,WA,2.2
Mazda,2013,CX-5,USED,Automatic,159724,19350,WA,2.2
Toyota,2019,Hilux,USED,Automatic,134960,47980,WA,2.8
GWM,2023,Haval,NEW,Automatic,1,41485,WA,2.0
Mitsubishi,2020,Outlander,USED,Automatic,47041,33990,WA,2.4
Mitsubishi,2021,ASX,USED,Automatic,70788,25998,WA,2.0
Holden,2006,Adventra,USED,Automatic,310704,6990,WA,3.6
MG,2021,HS,USED,Automatic,38763,28588,WA,1.5
Suzuki,2016,Swift,USED,Automatic,54344,19998,WA,1.6
Audi,2018,A3,USED,Automatic,61811,35996,WA,2.0
Toyota,2020,Hilux,USED,Automatic,51476,69990,WA,2.8
Ford,2019,Everest,USED,Automatic,61131,56997,WA,2.0
Holden,2006,Calais,USED,Automatic,178950,10990,WA,3.6
Kia,2020,Cerato,USED,Automatic,59383,23980,WA,2.0
MG,2021,HS,USED,Automatic,36624,28988,WA,1.5
Mazda,2021,CX-30,USED,Automatic,28997,35989,WA,2.0
Holden,2008,Commodore,USED,Automatic,213297,12990,WA,3.6
Ford,2022,Puma,USED,Automatic,9048,34444,WA,1.0
Volkswagen,2015,Golf,USED,Automatic,85269,18888,WA,1.4
Kia,2022,Carnival,USED,Automatic,3202,52999,WA,3.5
Holden,2013,Caprice,USED,Automatic,84333,34999,WA,6.0
BMW,2007,325I,USED,Automatic,241871,13990,WA,2.5
Ssangyong,2023,Korando,USED,Automatic,23,33585,WA,1.5
Audi,2016,RS3,USED,Automatic,74700,54990,WA,2.5
Mazda,2015,CX-5,USED,Automatic,84583,25350,WA,2.5
Mitsubishi,2018,Outlander,USED,Automatic,120449,24998,WA,2.4
Mazda,2021,CX-3,USED,Automatic,20590,36888,WA,2.0
Hyundai,2006,Getz,USED,Automatic,237598,5985,WA,1.6
Nissan,2021,Qashqai,USED,Automatic,70205,27990,WA,2.0
Hyundai,2019,Kona,USED,Automatic,87601,24369,WA,2.0
Mercedes-Benz,2013,C250,USED,Automatic,131948,19990,WA,2.1
BMW,2015,X3,USED,Automatic,93671,32980,WA,2.0
Volkswagen,2020,Golf,USED,Automatic,32360,24999,WA,1.4
Hyundai,2020,Venue,USED,Automatic,54177,24999,WA,1.6
Isuzu,2017,MU-X,USED,Automatic,46300,40990,WA,3.0
Nissan,2005,Patrol,USED,Manual,259809,29990,WA,4.2
Mitsubishi,2018,Triton,USED,Automatic,94281,32998,WA,2.4
Holden,2016,Commodore,USED,Automatic,162125,15985,WA,3.6
BMW,2013,X5,USED,Automatic,128319,31989,WA,3.0
MG,2021,HS,USED,Automatic,31560,26990,WA,1.5
Holden,2011,Commodore,USED,Automatic,170414,23990,WA,6.0
Kia,2019,Carnival,USED,Automatic,48624,35988,WA,3.3
Audi,2012,A5,USED,Automatic,133986,22999,WA,2.0
Mercedes-Benz,2019,X350,USED,Automatic,129368,48990,WA,3.0
Nissan,2018,X-Trail,USED,Automatic,122094,24288,WA,2.5
Kia,2019,Carnival,USED,Automatic,51815,35300,WA,3.3
Toyota,2008,Landcruiser,USED,Automatic,302145,39990,WA,4.7
Kia,2019,Carnival,USED,Automatic,56891,33990,WA,3.3
Subaru,2019,XV,USED,Automatic,151300,24888,WA,2.0
Mitsubishi,2006,Pajero,USED,Automatic,149953,15990,WA,3.8
Subaru,2021,Forester,USED,Automatic,60100,34980,WA,2.5
Mazda,2018,CX-3,USED,Automatic,121199,19490,WA,2.0
Audi,2018,A3,USED,Automatic,18182,41999,WA,2.0
Holden,2000,Commodore,USED,Automatic,240566,19990,WA,5.7
Hyundai,2015,Genesis,USED,Automatic,133287,26757,WA,3.8
GWM,2023,Haval,NEW,Automatic,1,33990,WA,1.5
Hyundai,2021,I30,USED,Automatic,21173,27999,WA,2.0
Kia,2020,Carnival,USED,Automatic,50151,35990,WA,3.3
GWM,2023,Haval,NEW,Automatic,1,34485,WA,1.5
Hyundai,2019,I30,USED,Automatic,57820,22999,WA,2.0
Land,2016,Rover,USED,Automatic,114282,62990,WA,3.0
Peugeot,2019,3008,USED,Automatic,56163,31988,WA,1.6
Kia,2020,Cerato,USED,Automatic,61515,23977,WA,2.0
Nissan,2006,Tiida,USED,Automatic,203316,6990,WA,1.8
Subaru,2020,Forester,USED,Automatic,56487,33999,WA,2.5
Hyundai,2009,I30,USED,Automatic,96670,9985,WA,2.0
Mitsubishi,2013,Pajero,USED,Automatic,355475,13985,WA,3.2
LDV,2021,D90,USED,Automatic,51988,33950,WA,2.0
Nissan,2011,Navara,USED,Manual,155782,12985,WA,2.5
Toyota,2021,Corolla,USED,Automatic,34458,29388,WA,2.0
Ford,2012,Ranger,USED,Manual,172612,18990,WA,2.2
MG,2022,HS,USED,Automatic,29197,26999,WA,1.5
Hyundai,2019,Tucson,USED,Automatic,61211,30490,WA,2.0
Holden,2011,Commodore,USED,Automatic,143935,34998,WA,6.0
Isuzu,2017,MU-X,USED,Automatic,46480,51984,WA,3.0
Nissan,2000,Patrol,USED,Manual,370553,15990,WA,3.0
Subaru,2020,Forester,USED,Automatic,57341,34990,WA,2.5
Toyota,2023,RAV4,USED,Automatic,34,67999,WA,2.5
Volkswagen,2019,Tiguan,USED,Automatic,75662,36990,WA,2.0
Toyota,2011,Hilux,USED,Manual,184178,19985,WA,3.0
Volkswagen,2018,Golf,USED,Automatic,41336,47990,WA,2.0
Mitsubishi,2019,Pajero,USED,Automatic,68300,44999,WA,3.2
Mitsubishi,2016,Pajero,USED,Automatic,135983,37984,WA,2.4
Mitsubishi,2016,Pajero,USED,Automatic,103026,41990,WA,3.2
Toyota,2017,Hilux,USED,Automatic,131039,57875,WA,2.8
Mercedes-Benz,2018,CLA45,USED,Automatic,69743,67990,WA,2.0
Land,2016,Rover,USED,Automatic,41250,40777,WA,2.0
Mercedes-Benz,2016,GLC250,USED,Automatic,82410,49481,WA,2.0
Land,2019,Rover,USED,Automatic,74472,49900,WA,2.0
Hyundai,2020,I30,USED,Automatic,75518,22977,WA,2.0
Subaru,2014,WRX,USED,Manual,74822,48999,WA,2.5
Land,2015,Rover,USED,Automatic,113280,31998,WA,2.0
Subaru,2020,XV,USED,Automatic,46198,35980,WA,2.0
Volkswagen,2018,Polo,USED,Automatic,43765,31888,WA,2.0
Mitsubishi,2020,Pajero,USED,Automatic,22409,53999,WA,2.4
Toyota,2016,Hilux,USED,Automatic,181100,39990,WA,2.8
Mitsubishi,2020,ASX,USED,Automatic,58379,27688,WA,2.0
Isuzu,2021,D-MAX,USED,Automatic,3212,38888,WA,1.9
Honda,2020,CR-V,USED,Automatic,33500,36999,WA,1.5
Holden,2017,Trailblazer,USED,Automatic,101956,31981,WA,2.8
Mitsubishi,2022,Triton,USED,Automatic,25384,49998,WA,2.4
Lexus,2020,IS350,USED,Automatic,29222,65778,WA,3.5
Isuzu,2019,MU-X,USED,Automatic,108014,51988,WA,3.0
Volkswagen,2019,Golf,USED,Automatic,35390,39990,WA,2.0
Toyota,2022,GR86,USED,Manual,502,48850,WA,2.4
Ford,2015,Ranger,USED,Automatic,257092,26990,WA,2.2
Hyundai,2020,Kona,USED,Automatic,49154,26999,WA,2.0
Volkswagen,2018,Golf,USED,Automatic,41523,40982,WA,2.0
Hyundai,2022,I30,USED,Automatic,1269,37555,WA,2.0
MG,2020,ZST,USED,Automatic,30270,28888,WA,1.3
Volvo,2022,XC60,USED,Automatic,17359,69900,WA,2.0
Jeep,2017,Wrangler,USED,Automatic,100254,40990,WA,3.6
Hyundai,2018,Santa,USED,Automatic,88225,38989,WA,2.2
Audi,2020,Q3,USED,Automatic,15126,53988,WA,1.4
Toyota,2015,Hilux,USED,Automatic,140773,44490,WA,2.8
Isuzu,2016,D-MAX,USED,Automatic,86104,45994,WA,3.0
HSV,2012,Clubsport,USED,Automatic,174035,49969,WA,6.2
Toyota,2019,Camry,USED,Automatic,62356,36990,WA,2.5
Toyota,2009,Landcruiser,USED,Manual,258104,41990,WA,4.5
Mercedes-Benz,2016,GLE43,USED,Automatic,76499,73990,WA,3.0
Renault,2017,Captur,USED,Automatic,34005,21990,WA,1.2
Mitsubishi,2022,Triton,USED,Automatic,17539,52998,WA,2.4
Volkswagen,2018,Amarok,USED,Automatic,101932,47990,WA,3.0
Mitsubishi,2020,Triton,USED,Manual,19931,46994,WA,2.4
Mazda,2018,CX-5,USED,Automatic,51246,34999,WA,2.5
Isuzu,2022,D-MAX,USED,Automatic,13810,69578,WA,3.0
Ford,2017,Ranger,USED,Automatic,79000,53990,WA,3.2
Subaru,2013,WRX,USED,Manual,120130,27990,WA,2.5
Toyota,2017,Landcruiser,USED,Manual,135334,73480,WA,4.5
Nissan,2022,Navara,USED,Automatic,18955,53888,WA,2.3
Toyota,2009,Yaris,USED,Automatic,195535,9450,WA,1.3
Ford,2018,Escape,USED,Automatic,91632,29369,WA,2.0
Kia,2019,Cerato,USED,Automatic,60692,22999,WA,2.0
Suzuki,2019,Jimny,USED,Automatic,61578,35990,WA,1.5
Ford,2019,Ranger,USED,Automatic,185119,38988,WA,3.2
Ford,2019,Ranger,USED,Automatic,171500,43888,WA,3.2
Ford,2019,Ranger,USED,Automatic,72367,55385,WA,3.2
Hyundai,2019,I30,USED,Automatic,57706,22999,WA,2.0
Toyota,2020,Hilux,USED,Manual,69610,43988,WA,2.8
Toyota,2020,RAV4,USED,Automatic,38573,57988,WA,2.5
Isuzu,2023,D-MAX,NEW,Automatic,5,52389,WA,3.0
Hyundai,2020,I30,USED,Automatic,57360,23999,WA,2.0
Honda,2008,Odyssey,USED,Automatic,150900,9990,WA,2.4
Isuzu,2017,MU-X,USED,Automatic,98716,44951,WA,3.0
Toyota,2018,Hilux,USED,Automatic,83126,55989,WA,2.8
Mitsubishi,2020,Pajero,USED,Automatic,38478,63989,WA,3.2
Renault,2019,Koleos,USED,Automatic,62490,27990,WA,2.5
Mercedes-Benz,2016,Vito,USED,Automatic,106379,24990,WA,2.1
Hyundai,2020,Kona,USED,Automatic,56322,26977,WA,2.0
Ford,2018,Ranger,USED,Automatic,122125,44888,WA,2.0
Toyota,2016,Hilux,USED,Automatic,157966,43988,WA,2.8
Renault,2020,Koleos,USED,Automatic,65851,29980,WA,2.5
Hyundai,2020,Kona,USED,Automatic,54045,26999,WA,2.0
Volkswagen,2021,T-ROC,USED,Automatic,19736,45999,WA,2.0
Ford,2008,Territory,USED,Automatic,217949,6985,WA,4.0
MG,2022,HS,USED,Automatic,28255,26977,WA,1.5
MG,2021,HS,USED,Automatic,37981,26990,WA,1.5
Ford,2021,Ranger,USED,Automatic,86782,57887,WA,3.2
MG,2021,HS,USED,Automatic,9630,27977,WA,1.5
Renault,2019,Koleos,USED,Automatic,59002,27990,WA,2.5
Toyota,2019,Hilux,USED,Automatic,133902,47980,WA,2.8
Hyundai,2007,Accent,USED,Automatic,246512,5000,WA,1.6
Mitsubishi,2016,Lancer,USED,Automatic,133876,16977,WA,2.0
Toyota,2006,Tarago,USED,Automatic,189311,14990,WA,2.4
Chrysler,2010,300C,USED,Automatic,32409,29999,WA,5.7
Holden,2009,Commodore,USED,Manual,159420,14990,WA,3.6
Jeep,2014,Compass,USED,Automatic,175284,13990,WA,2.0
Toyota,2015,Camry,USED,Automatic,38647,23990,WA,2.5
Suzuki,2023,Jimny,USED,Manual,50,39999,WA,1.5
Hyundai,2014,I30,USED,Automatic,57388,17990,WA,1.8
Toyota,2017,Corolla,USED,Automatic,117295,23888,WA,1.8
Nissan,2012,X-Trail,USED,Automatic,96111,17985,WA,2.5
Mazda,2023,BT-50,USED,Automatic,1030,71988,WA,3.0
Toyota,2010,HiAce,USED,Manual,326893,19985,WA,3.0
Mercedes-Benz,2013,B250,USED,Automatic,188584,16990,WA,2.0
Nissan,2019,Qashqai,USED,Automatic,71517,25942,WA,2.0
Ford,2009,Falcon,USED,Automatic,127511,12990,WA,4.0
Mitsubishi,2021,ASX,USED,Automatic,85836,22888,WA,2.0
Subaru,2013,Outback,USED,Automatic,174579,12990,WA,2.5
Kia,2019,Cerato,USED,Automatic,60590,22999,WA,2.0
Subaru,2020,Forester,USED,Automatic,47453,33999,WA,2.5
Volkswagen,2019,Golf,USED,Automatic,19960,35999,WA,1.4
Mitsubishi,2019,ASX,USED,Automatic,64001,28970,WA,2.0
Ford,2018,Ranger,USED,Automatic,239542,21750,WA,2.2
Ford,2016,Ranger,USED,Automatic,212109,30990,WA,3.2
Holden,2011,Commodore,USED,Automatic,210222,8985,WA,3.0
Hyundai,2020,Kona,USED,Automatic,4766,26999,WA,2.0
Toyota,1998,Landcruiser,USED,Automatic,416885,9990,WA,3.4
Hyundai,2014,Santa,USED,Automatic,183096,16999,WA,2.2
Subaru,2007,Outback,USED,Manual,151949,10990,WA,2.5
Great,2011,Wall,USED,Manual,108881,7990,WA,2.4
Toyota,2018,RAV4,USED,Automatic,40750,33999,WA,2.2
Mitsubishi,2017,Outlander,USED,Automatic,30709,25992,WA,2.0
Mercedes-Benz,2013,A200,USED,Automatic,115829,19888,WA,1.6
Toyota,2008,Aurion,USED,Automatic,245801,8990,WA,3.5
MG,2021,HS,USED,Automatic,34130,28588,WA,1.5
Ford,2011,Territory,USED,Automatic,171495,10990,WA,2.7
Toyota,2021,Camry,USED,Automatic,67694,40998,WA,2.5
Nissan,2008,X-Trail,USED,Automatic,189150,12990,WA,2.0
Kia,2015,Cerato,USED,Automatic,178815,12999,WA,1.8
Toyota,2017,Landcruiser,USED,Automatic,198241,39980,WA,2.8
Mazda,2016,CX-5,USED,Automatic,92907,23990,WA,2.5
Toyota,2018,Corolla,USED,Automatic,138552,20888,WA,2.0
Fiat,2013,Punto,USED,Automatic,188475,8990,WA,1.4
Jeep,2009,Grand,USED,Automatic,264060,9990,WA,4.7
Kia,2009,Sportage,USED,Automatic,217103,7450,WA,2.0
Holden,2019,Colorado,USED,Automatic,122419,39997,WA,2.8
Mercedes-Benz,2006,CLS500,USED,Automatic,265584,12950,WA,5.0
Nissan,2003,Patrol,USED,Manual,284253,15990,WA,3.0
Kia,2018,Picanto,USED,Automatic,69835,18499,WA,1.2
Toyota,2010,Hilux,USED,Manual,186416,12999,WA,2.7
Holden,2014,Caprice,USED,Automatic,268802,24990,WA,6.0
Kia,2019,Sportage,USED,Automatic,49215,29999,WA,2.0
Alfa,2017,Romeo,USED,Automatic,52820,28999,WA,1.7
Subaru,2017,Outback,USED,Automatic,59359,31999,WA,2.5
Mazda,2012,3,USED,Manual,122362,11455,WA,2.0
Kia,2017,Cerato,USED,Automatic,74736,21999,WA,2.0
Holden,2012,Commodore,USED,Manual,103373,21992,WA,3.6
Mazda,2018,CX-5,USED,Automatic,87245,29999,WA,2.5
Honda,2015,HR-V,USED,Automatic,98048,23369,WA,1.8
HSV,1996,Maloo,USED,Automatic,196528,39990,WA,5.0
Toyota,2006,Landcruiser,USED,Automatic,429513,37999,WA,4.2
Hyundai,2018,Tucson,USED,Automatic,55738,28982,WA,2.0
MG,2021,ZST,USED,Automatic,7759,29999,WA,1.3
Holden,2016,Colorado,USED,Automatic,159592,26369,WA,2.8
Jeep,2016,Grand,USED,Automatic,79287,33990,WA,3.6
Hyundai,2020,Tucson,USED,Automatic,68835,26990,WA,2.0
Mitsubishi,2020,Outlander,USED,Automatic,28495,30990,WA,2.4
Ford,2015,Ecosport,USED,Automatic,101344,13999,WA,1.5
Jeep,2007,Wrangler,USED,Automatic,164270,16990,WA,3.8
Holden,2013,Trax,USED,Automatic,161900,13988,WA,1.8
Holden,2017,Colorado,USED,Automatic,81461,34990,WA,2.8
Mitsubishi,2017,Triton,USED,Manual,14950,27999,WA,2.4
Ford,2018,Endura,USED,Automatic,81500,30988,WA,2.0
Toyota,2012,Hilux,USED,Manual,300200,16990,WA,3.0
Honda,2016,HR-V,USED,Automatic,74781,20990,WA,1.8
Hyundai,2010,Santa,USED,Manual,208901,13999,WA,2.2
Mitsubishi,2013,Pajero,USED,Automatic,222086,25990,WA,3.2
Toyota,2016,86,USED,Manual,66901,26877,WA,2.0
Ford,2013,Ranger,USED,Automatic,272300,17990,WA,3.2
Nissan,2019,Navara,USED,Manual,109540,39998,WA,2.3
GWM,2023,Haval,NEW,Automatic,1,34485,WA,1.5
Hyundai,2011,Santa,USED,Automatic,252120,11990,WA,2.2
Mercedes-Benz,2012,C200,USED,Automatic,248527,9985,WA,1.8
Mitsubishi,2019,Outlander,USED,Automatic,115918,26990,WA,2.4
Volvo,2004,V50,USED,Automatic,132523,9990,WA,2.4
Toyota,2014,Hilux,USED,Automatic,133218,43990,WA,3.0
Land,2008,Rover,USED,Automatic,186627,18990,WA,2.7
Nissan,2010,Patrol,USED,Automatic,299991,19999,WA,3.0
Mercedes-Benz,2017,C220,USED,Automatic,91581,37888,WA,2.1
Holden,2005,Commodore,USED,Manual,259743,5990,WA,3.6
Mitsubishi,2019,ASX,USED,Automatic,93786,22488,WA,2.0
Toyota,2003,Landcruiser,USED,Manual,335974,14990,WA,4.0
Holden,2018,Astra,USED,Automatic,33999,19988,WA,1.4
Audi,2019,Q2,USED,Automatic,35342,42369,WA,2.0
Land,2015,Rover,USED,Automatic,135174,34999,WA,2.2
Mazda,2021,BT-50,USED,Automatic,38592,59488,WA,3.0
Jaguar,2017,XE,USED,Automatic,125043,28888,WA,2.0
BMW,2011,X3,USED,Automatic,119565,19888,WA,3.0
Smart,2007,Fortwo,USED,Automatic,88178,5985,WA,0.7
Ford,2018,Ranger,USED,Automatic,138989,37990,WA,3.2
Mitsubishi,2017,Outlander,USED,Automatic,89691,27990,WA,2.4
Mitsubishi,2021,ASX,USED,Automatic,50184,25290,WA,2.0
Ford,2018,Ranger,USED,Automatic,140644,51990,WA,3.2
Volkswagen,2017,Amarok,USED,Automatic,117156,46999,WA,3.0
Volkswagen,2022,T-Cross,USED,Automatic,14795,34990,WA,1.0
Toyota,2015,Landcruiser,USED,Automatic,183536,48990,WA,3.0
Holden,2016,Colorado,USED,Manual,125168,29490,WA,2.8
Holden,2009,Epica,USED,Automatic,202000,4999,WA,2.5
Mazda,2004,Tribute,USED,Automatic,235117,4990,WA,3.0
Toyota,2011,Hilux,USED,Automatic,198324,24990,WA,4.0
Mitsubishi,2019,Eclipse,USED,Automatic,46097,29995,WA,1.5
Holden,2016,Malibu,USED,Automatic,123333,12990,WA,2.4
Subaru,2016,Forester,USED,Automatic,87939,25998,WA,2.5
Kia,2021,Sportage,USED,Automatic,60395,29480,WA,2.0
Hyundai,2021,I30,USED,Automatic,22030,35984,WA,1.6
Hyundai,2018,Kona,USED,Automatic,43000,24999,WA,1.6
Mazda,2021,CX-5,USED,Automatic,29860,39978,WA,2.2
Ford,2018,Ranger,USED,Automatic,115822,49900,WA,3.2
Mitsubishi,2009,Lancer,USED,Manual,232399,5990,WA,2.0
Toyota,2002,Corolla,USED,Automatic,191225,7990,WA,1.8
Toyota,2015,Landcruiser,USED,Automatic,119984,48888,WA,3.0
Mazda,2015,BT-50,USED,Manual,180340,14999,WA,2.2
Holden,2015,Captiva,USED,Automatic,90737,15990,WA,2.4
Honda,2015,Accord,USED,Automatic,90800,27990,WA,2.0
Mazda,2022,CX-30,USED,Automatic,3766,36990,WA,2.0
Audi,2018,A5,USED,Automatic,78864,44991,WA,2.0
Mitsubishi,2015,Triton,USED,Manual,251548,10990,WA,2.4
Land,2012,Rover,USED,Automatic,159768,39990,WA,3.0
Hyundai,2019,I30,USED,Automatic,70764,19990,WA,2.0
Nissan,2016,Patrol,USED,Automatic,91290,51990,WA,3.0
Ford,2014,Ranger,USED,Automatic,213031,26990,WA,3.2
Suzuki,2021,Baleno,USED,Automatic,40262,19998,WA,1.4
Kia,2020,Cerato,USED,Automatic,60153,21997,WA,2.0
HSV,2012,Senator,USED,Automatic,164900,49990,WA,6.2
Mitsubishi,2016,Triton,USED,Automatic,129084,31987,WA,2.4
Mitsubishi,2016,Pajero,USED,Automatic,152000,38980,WA,3.2
Hyundai,2020,I30,USED,Automatic,60300,23999,WA,2.0
Toyota,2023,RAV4,USED,Automatic,100,67888,WA,2.5
Renault,2018,Koleos,USED,Automatic,54468,24999,WA,2.5
Nissan,2017,Navara,USED,Manual,68725,32980,WA,2.3
Toyota,2017,C-HR,USED,Automatic,63052,34990,WA,1.2
Isuzu,2019,D-MAX,USED,Automatic,107108,44990,WA,3.0
Jeep,2022,Compass,USED,Automatic,12818,45990,WA,2.4
Mitsubishi,2019,Triton,USED,Automatic,39613,45999,WA,2.4
Mazda,2018,CX-5,USED,Automatic,95756,31990,WA,2.0
Toyota,2020,RAV4,USED,Automatic,17105,54350,WA,2.5
Nissan,2022,Navara,USED,Automatic,22,52999,WA,2.3
Toyota,2017,Landcruiser,USED,Automatic,77086,62984,WA,2.8
Mitsubishi,2011,Outlander,USED,Manual,236856,9999,WA,2.4
Nissan,2016,Navara,USED,Automatic,183044,29789,WA,2.3
Hyundai,2012,Veloster,USED,Manual,144100,13750,WA,1.6
Isuzu,2019,MU-X,USED,Automatic,83162,52988,WA,3.0
Mazda,2006,MPV,USED,Automatic,196082,6999,WA,3.0
Toyota,2022,Fortuner,USED,Automatic,5637,65888,WA,2.8
Toyota,2005,Estima,USED,Automatic,158821,9990,WA,2.4
Toyota,2019,Fortuner,USED,Automatic,78664,55988,WA,2.8
Ford,2011,Territory,USED,Automatic,145385,16889,WA,4.0
Kia,2020,Stinger,USED,Automatic,25006,56990,WA,3.3
Jeep,2011,Cherokee,USED,Automatic,55411,15885,WA,3.7
Hyundai,2021,Palisade,USED,Automatic,63616,56980,WA,2.2
Holden,2015,Cruze,USED,Automatic,169752,10888,WA,1.8
Mitsubishi,2018,Outlander,USED,Automatic,76261,27999,WA,2.4
Mercedes-Benz,2019,C300,USED,Automatic,30855,69988,WA,2.0
Suzuki,2010,Grand,USED,Automatic,161744,13999,WA,2.4
Peugeot,2018,3008,USED,Automatic,45569,33988,WA,1.6
Volvo,2003,V40,USED,Automatic,186493,5999,WA,1.9
Holden,2001,Commodore,USED,Automatic,234384,17990,WA,5.7
Ford,2012,Ranger,USED,Automatic,235654,17999,WA,3.2
Ford,2016,Mustang,USED,Automatic,32700,59990,WA,5.0
Holden,2016,Trax,USED,Automatic,110359,14998,WA,1.8
Ford,2003,Falcon,USED,Manual,235952,20990,WA,5.4
Toyota,2004,Landcruiser,USED,Automatic,340058,18990,WA,3.0
Ford,2018,Ranger,USED,Automatic,101066,46888,WA,3.2
Hyundai,2017,Genesis,USED,Automatic,170173,19999,WA,3.8
Kia,2020,Sportage,USED,Automatic,66711,30990,WA,2.0
Holden,2014,Calais,USED,Automatic,119516,37870,WA,6.0
Mazda,2015,6,USED,Automatic,98000,21999,WA,2.2
Jeep,2020,Grand,USED,Automatic,90714,54998,WA,3.0
Jeep,2008,Grand,USED,Automatic,171994,13990,WA,3.0
Nissan,2012,Patrol,USED,Manual,242525,27990,WA,3.0
