Brand,Year,Model,UsedOrNew,Transmission,Kilometres,Price,State,Litres
MG,2021,HS,USED,Automatic,39147,26990,NSW,1.5
Kia,2011,Cerato,USED,Automatic,276650,6990,NSW,2.0
Ford,2008,Ranger,USED,Manual,268645,8990,NSW,3.0
Suzuki,2021,Baleno,USED,Automatic,19995,20990,NSW,1.4
Kia,2013,Grand,USED,Automatic,191623,10950,NSW,3.5
Toyota,2021,Corolla,USED,Automatic,47977,29990,NSW,1.8
Mazda,2018,CX-5,USED,Automatic,129489,27890,NSW,2.2
BMW,2022,118I,USED,Automatic,7378,54541,NSW,1.5
Lexus,2017,IS300H,USED,Automatic,40492,42999,NSW,2.5
Honda,2017,Civic,USED,Automatic,67678,24999,NSW,1.8
Mitsubishi,2016,Triton,USED,Manual,150247,28995,NSW,2.4
Toyota,2022,Corolla,USED,Automatic,14298,34990,NSW,1.8
Subaru,2022,Outback,USED,Automatic,10962,51990,NSW,2.5
BMW,2012,X1,USED,Automatic,98279,14913,NSW,2.0
Land,2017,Rover,USED,Automatic,76381,51997,NSW,2.0
Mitsubishi,2010,Lancer,USED,Automatic,196642,11888,VIC,2.0
Holden,2008,Commodore,USED,Automatic,249500,6999,NSW,3.6
Holden,2009,Commodore,USED,Automatic,162159,17800,NSW,6.0
Kia,2017,Sportage,USED,Automatic,182740,17913,NSW,2.0
Mitsubishi,2017,Triton,USED,Automatic,230717,23513,NSW,2.4
Mazda,2009,6,USED,Automatic,236530,8990,NSW,2.5
Toyota,2007,Aurion,USED,Automatic,314536,5950,NSW,3.5
Holden,2015,Barina,USED,Manual,80387,12990,NSW,1.6
Toyota,2015,Hilux,USED,Automatic,229000,18990,QLD,2.7
Ford,2019,Everest,USED,Automatic,76202,52990,NSW,2.0
Subaru,2013,Tribeca,USED,Automatic,171525,16990,NSW,3.6
Volkswagen,2023,Tiguan,NEW,Automatic,5,61490,NSW,2.0
Toyota,2018,Hilux,USED,Automatic,97683,26490,NSW,2.7
Mazda,2021,BT-50,USED,Automatic,34850,63888,NSW,3.0
Mazda,2017,3,USED,Automatic,51037,22990,NSW,2.0
Mazda,2012,BT-50,USED,Automatic,200872,26986,NSW,3.2
Hyundai,2019,Sonata,USED,Automatic,103010,21890,NSW,2.4
Hyundai,2018,Tucson,USED,Automatic,76127,29990,NSW,1.6
Mercedes-Benz,2017,A250,USED,Automatic,83631,38999,NSW,2.0
Toyota,2018,Hilux,USED,Automatic,90003,41990,NSW,2.8
Mitsubishi,2023,Outlander,NEW,Automatic,5,46990,NSW,2.5
Isuzu,2019,MU-X,USED,Automatic,126084,36999,NSW,3.0
Suzuki,2016,Grand,USED,Manual,70463,27990,NSW,2.4
Honda,1990,Integra,USED,Automatic,233543,4999,NSW,1.8
Toyota,2015,Hilux,USED,Manual,205902,32990,NSW,3.0
Toyota,2018,Hilux,USED,Automatic,82798,49990,NSW,2.8
Audi,2017,SQ5,USED,Automatic,72557,54990,NSW,3.0
Volkswagen,2022,T-Cross,USED,Automatic,13075,34990,NSW,1.0
Kia,2005,Sportage,USED,Automatic,309017,5940,NSW,2.7
Audi,2010,S4,USED,Automatic,172895,22950,NSW,3.0
MG,2020,HS,USED,Automatic,25836,24990,NSW,1.5
Holden,2011,Captiva,USED,Automatic,204095,11990,VIC,2.2
Subaru,2017,Forester,USED,Automatic,79602,29990,NSW,2.5
Toyota,2004,Landcruiser,USED,Automatic,417079,14913,NSW,4.7
Kia,2018,Stinger,USED,Automatic,59153,45980,NSW,3.3
Toyota,2002,Landcruiser,USED,Automatic,246100,14990,NSW,3.0
Toyota,2020,Hilux,USED,Automatic,49796,60990,NSW,2.8
Nissan,2010,Patrol,USED,Manual,397206,17800,NSW,3.0
Holden,2019,Colorado,USED,Automatic,75509,43250,NSW,2.8
Hyundai,2023,Venue,USED,Manual,18,25990,NSW,1.6
Volkswagen,2001,Transporter,USED,Manual,174486,6999,NSW,2.5
Mitsubishi,2018,ASX,USED,Automatic,92581,22990,NSW,2.0
Toyota,2015,Hilux,USED,Automatic,155573,31913,NSW,3.0
Mazda,2013,3,USED,Automatic,77541,16999,VIC,2.0
HSV,2010,Clubsport,USED,Manual,64000,49988,NSW,6.2
Audi,2013,SQ5,USED,Automatic,106223,29999,NSW,3.0
Suzuki,2015,Jimny,USED,Manual,154496,22800,NSW,1.3
Volkswagen,2016,Transporter,USED,Manual,162928,23913,NSW,2.0
Mazda,2014,CX-5,USED,Automatic,116199,22890,NSW,2.0
Subaru,2013,Forester,USED,Manual,328514,8800,NSW,2.0
Mercedes-Benz,2018,C300,USED,Automatic,87700,46500,NSW,2.0
Hyundai,2021,I30,USED,Automatic,56229,24588,NSW,2.0
Suzuki,2006,Swift,USED,Manual,148067,7995,NSW,1.5
Jaguar,2012,XF,USED,Automatic,160100,19990,NSW,2.0
Mitsubishi,2021,Triton,USED,Automatic,16012,49990,NSW,2.4
Holden,2013,Barina,USED,Automatic,147761,10990,ACT,1.2
MG,2021,HS,USED,Automatic,21972,24990,NSW,1.5
BMW,2020,X3,USED,Automatic,20501,64880,NSW,2.0
Mercedes-Benz,2016,E200,USED,Automatic,42679,51800,NSW,2.0
Mazda,2014,BT-50,USED,Automatic,104719,32990,NSW,3.2
Mazda,2017,3,USED,Automatic,43485,22670,ACT,2.0
Hyundai,2020,Iload,USED,Automatic,48891,41990,NSW,2.5
GWM,2022,Haval,NEW,Automatic,10,41990,NSW,2.0
Holden,2014,Captiva,USED,Automatic,88045,9990,NSW,2.2
Ford,2017,Ranger,USED,Automatic,187148,31990,NSW,3.2
Kia,2021,Carnival,USED,Automatic,41021,47990,NSW,3.5
Jeep,2017,Wrangler,USED,Manual,92100,41888,NSW,3.6
Hyundai,2015,Accent,USED,Automatic,148448,12888,ACT,1.6
Toyota,2021,Camry,USED,Automatic,50526,30990,NSW,2.5
Toyota,2023,RAV4,USED,Automatic,7,67999,NSW,2.5
Honda,2015,CR-V,USED,Automatic,142058,19980,ACT,2.4
Kia,2017,Sportage,USED,Automatic,132215,23990,NSW,2.0
Volkswagen,2016,Caddy,USED,Automatic,229964,18990,NSW,1.4
Kia,2015,Sportage,USED,Automatic,143210,19990,NSW,2.0
Kia,2020,Cerato,USED,Automatic,52642,21888,NSW,2.0
Nissan,2015,Navara,USED,Automatic,121952,29990,NSW,2.3
Hyundai,2016,I30,USED,Automatic,39899,21990,ACT,1.8
Holden,2013,Barina,USED,Manual,136560,8500,NSW,1.6
Nissan,2016,Qashqai,USED,Automatic,48062,22990,NSW,2.0
Kia,2020,Cerato,USED,Automatic,55889,22990,NSW,2.0
Toyota,2019,Landcruiser,USED,Automatic,65623,65995,NSW,2.8
BMW,2022,320I,USED,Automatic,21696,64950,NSW,2.0
Volkswagen,2017,Golf,USED,Automatic,104296,17750,ACT,1.4
Mercedes-Benz,2013,A250,USED,Automatic,62390,29555,NSW,2.0
Toyota,2020,RAV4,USED,Automatic,15250,53885,NSW,2.5
Hyundai,2020,Tucson,USED,Automatic,49292,38990,NSW,2.0
Mitsubishi,2016,Triton,USED,Automatic,144179,24913,NSW,2.4
Mazda,2017,CX-5,USED,Automatic,112905,29788,NSW,2.5
Hyundai,2005,Terracan,USED,Automatic,282829,6350,NSW,2.9
Toyota,2006,Hilux,USED,Automatic,520991,14900,NSW,3.0
Toyota,2023,Yaris,USED,Automatic,27,39990,NSW,1.5
Mercedes-Benz,2020,C300,USED,Automatic,47938,69988,NSW,2.0
Hyundai,2010,IX35,USED,Automatic,165875,11513,NSW,2.0
Mitsubishi,2021,ASX,USED,Automatic,63960,26888,ACT,2.0
Mercedes-Benz,2018,E300,USED,Automatic,51816,71800,NSW,2.0
Volkswagen,2002,Transporter,USED,Manual,265616,39990,NSW,2.5
Mazda,2016,BT-50,USED,Automatic,193346,27913,NSW,3.2
Kia,2022,Stonic,USED,Automatic,13017,22885,NSW,1.4
Volkswagen,2014,Golf,USED,Automatic,61781,19880,NSW,1.4
Mitsubishi,2018,Triton,USED,Manual,93518,32913,NSW,2.4
Holden,2011,Commodore,USED,Manual,169360,18990,NSW,3.6
Kia,2018,Carnival,USED,Automatic,95734,34990,NSW,2.2
Volkswagen,2021,Amarok,USED,Automatic,37041,62990,NSW,3.0
Mazda,2023,BT-50,NEW,Automatic,7,64888,NSW,3.0
Toyota,1998,Landcruiser,USED,Manual,209031,45950,NSW,4.2
Holden,2006,Rodeo,USED,Automatic,265010,10800,NSW,3.6
Toyota,2017,C-HR,USED,Automatic,176046,19800,NSW,1.2
Ford,2022,Everest,USED,Automatic,20401,59990,NSW,3.2
Hyundai,2022,I30,USED,Automatic,7237,54990,NSW,2.0
HSV,2001,Clubsport,USED,Automatic,156369,27913,NSW,5.7
Holden,2015,Barina,USED,Manual,118994,8999,NSW,1.6
Toyota,2022,RAV4,USED,Automatic,53960,49990,NSW,2.5
Holden,2015,Commodore,USED,Manual,32872,48990,NSW,6.0
Mercedes-Benz,2015,E200,USED,Automatic,47899,44990,VIC,2.0
Iveco,2019,Daily,USED,Automatic,347128,26950,NSW,2.3
LDV,2020,T60,USED,Automatic,57902,32990,NSW,2.8
Toyota,2020,Landcruiser,USED,Automatic,72096,61900,NSW,2.8
Ford,2022,Escape,USED,Automatic,13467,41990,NSW,2.0
Holden,2014,Captiva,USED,Automatic,178126,11200,NSW,2.2
Chrysler,2017,300,USED,Automatic,59700,71950,NSW,6.4
Kia,2018,Sorento,USED,Automatic,44446,36777,NSW,2.2
Porsche,2003,Cayenne,USED,Automatic,138332,25880,NSW,4.5
Honda,2012,CR-V,USED,Automatic,62225,21990,NSW,2.4
Isuzu,2015,D-MAX,USED,Automatic,115004,29800,NSW,3.0
Ford,2014,Ranger,USED,Manual,210604,28990,VIC,3.2
Toyota,2018,Hilux,USED,Manual,130446,28999,NSW,2.4
Ford,2016,Ranger,USED,Automatic,166987,24950,NSW,2.2
Volkswagen,2018,Transporter,USED,Automatic,203129,26800,NSW,2.0
BMW,2018,X2,USED,Automatic,67098,34800,NSW,1.5
Toyota,2013,RAV4,USED,Automatic,123189,19000,NSW,2.0
Subaru,2006,Forester,USED,Automatic,257874,5995,NSW,2.5
Jaguar,2017,F-Pace,USED,Automatic,131983,38995,NSW,2.0
Toyota,2021,RAV4,USED,Automatic,27101,68990,NSW,2.5
Holden,2005,Caprice,USED,Automatic,231786,9950,NSW,5.7
Toyota,2015,Kluger,USED,Automatic,129570,26854,NSW,3.5
Nissan,2006,X-Trail,USED,Automatic,282208,6980,NSW,2.5
BMW,2008,M6,USED,Automatic,76000,66990,VIC,5.0
BMW,2022,420I,USED,Automatic,5345,73950,NSW,2.0
MG,2022,HS,NEW,Automatic,14,35990,NSW,1.5
Mitsubishi,2021,Outlander,USED,Automatic,54096,28990,NSW,2.4
Toyota,2020,HiAce,USED,Automatic,144622,52990,NSW,2.8
Mazda,2017,CX-5,USED,Automatic,61011,35800,NSW,2.5
Mitsubishi,2019,Pajero,USED,Automatic,50213,56490,NSW,2.4
Subaru,2018,Outback,USED,Automatic,96300,27990,NSW,2.0
LDV,2021,T60,USED,Automatic,29876,28388,NSW,2.8
Ford,2006,Focus,USED,Automatic,172472,6990,NSW,2.0
MG,2019,ZS,USED,Automatic,46328,22990,NSW,1.0
Ford,2017,Ranger,USED,Automatic,150002,34990,NSW,3.2
Toyota,2022,Camry,USED,Automatic,26524,42990,NSW,2.5
Nissan,2020,X-Trail,USED,Automatic,54368,28990,NSW,2.5
Mazda,2010,BT-50,USED,Manual,267899,10950,NSW,3.0
Ford,2010,Ranger,USED,Manual,243558,12888,NSW,3.0
Holden,2016,Trailblazer,USED,Automatic,160459,27800,NSW,2.8
BMW,2016,220I,USED,Automatic,54385,39990,VIC,2.0
Kia,2020,RIO,USED,Automatic,59785,21590,NSW,1.4
Kia,2018,Sportage,USED,Automatic,59764,31990,NSW,2.0
BMW,2018,X2,USED,Automatic,40416,39441,NSW,1.5
Nissan,2004,Patrol,USED,Automatic,282076,29950,NSW,3.0
Mitsubishi,2020,Triton,USED,Automatic,43851,46888,NSW,2.4
Toyota,2009,Landcruiser,USED,Manual,289999,55900,NSW,4.5
Volvo,2017,XC60,USED,Automatic,59243,31882,NSW,2.0
Toyota,2018,86,USED,Automatic,27836,44990,NSW,2.0
Hyundai,2020,Kona,USED,Automatic,35624,27990,NSW,2.0
Ford,2015,Ranger,USED,Automatic,108412,38990,NSW,3.2
Toyota,2014,Hilux,USED,Manual,219035,31990,NSW,3.0
Mitsubishi,2014,Outlander,USED,Automatic,66201,18990,NSW,2.0
Holden,2014,Colorado,USED,Manual,237559,18990,QLD,2.8
Toyota,2022,Yaris,USED,Automatic,16766,36490,NSW,1.5
Porsche,2015,Macan,USED,Automatic,45413,59900,NSW,3.0
Ford,1996,Courier,USED,Automatic,393675,3499,NSW,2.6
Holden,2014,UTE,USED,Automatic,215440,19990,NSW,3.6
Hyundai,2018,I30,USED,Automatic,104000,19989,NSW,2.0
GWM,2021,Steed,USED,Manual,85096,18990,VIC,2.0
Toyota,2017,Hilux,USED,Automatic,39229,41990,NSW,2.8
Jaguar,2018,E-Pace,USED,Automatic,39602,49888,NSW,2.0
Holden,2018,Colorado,USED,Automatic,81598,36950,NSW,2.8
Honda,2019,CR-V,USED,Automatic,71254,27880,NSW,2.0
Toyota,2018,Kluger,USED,Automatic,95982,32990,NSW,3.5
Audi,2015,Q5,USED,Automatic,179312,18999,NSW,2.0
Toyota,2018,Hilux,USED,Automatic,228489,20930,NSW,2.7
Skoda,2008,Roomster,USED,Manual,270350,3999,NSW,1.9
Subaru,2019,Forester,USED,Automatic,54062,34990,NSW,2.5
Holden,2019,Colorado,USED,Automatic,58852,39880,NSW,2.8
BMW,2013,125I,USED,Automatic,129107,16990,NSW,3.0
BMW,2019,X2,USED,Automatic,45975,42990,NSW,2.0
Mini,2012,Countryman,USED,Automatic,103833,17990,NSW,1.6
Ford,2013,Focus,USED,Automatic,135100,11990,NSW,2.0
Nissan,2015,Navara,USED,Manual,90823,27990,NSW,2.3
Holden,2013,Colorado,USED,Manual,140620,19995,NSW,2.8
Mercedes-Benz,2019,GLC200,USED,Automatic,32883,58800,NSW,2.0
Toyota,2023,Corolla,USED,Automatic,25,36988,NSW,2.0
Holden,2014,Captiva,USED,Manual,85065,12970,NSW,2.4
Toyota,2012,Landcruiser,USED,Automatic,357463,44990,NSW,4.5
Ford,2017,Ranger,USED,Automatic,137897,42888,NSW,3.2
Mazda,2010,CX-7,USED,Automatic,110702,12990,NSW,2.3
Mitsubishi,2014,Triton,USED,Manual,201331,14913,NSW,2.5
Mazda,2017,CX-3,USED,Automatic,43854,24890,NSW,2.0
Mazda,2017,CX-5,USED,Automatic,148815,24970,NSW,2.2
Holden,2015,Cascada,USED,Automatic,49599,19390,ACT,1.6
Toyota,2017,Camry,USED,Automatic,89683,24990,NSW,2.5
BMW,2022,220I,USED,Automatic,8348,72988,NSW,2.0
Toyota,2014,86,USED,Automatic,121795,21990,NSW,2.0
Kia,2018,Stinger,USED,Automatic,44012,46990,NSW,3.3
BMW,2013,X1,USED,Automatic,88796,19830,ACT,2.0
Mercedes-Benz,2017,A45,USED,Automatic,43082,63950,NSW,2.0
Mitsubishi,2017,Triton,USED,Automatic,100102,35950,NSW,2.4
BMW,2003,318I,USED,Automatic,261021,5990,NSW,2.0
Kia,2022,Cerato,USED,Automatic,20486,35800,NSW,1.6
Kia,2022,Stonic,USED,Automatic,7361,28945,NSW,1.4
Kia,2018,Cerato,USED,Automatic,47325,21777,NSW,2.0
Volkswagen,2013,Golf,USED,Automatic,146662,12920,ACT,2.0
MG,2021,MG3,USED,Automatic,17957,16990,NSW,1.5
Toyota,2021,Corolla,USED,Automatic,42004,30990,NSW,1.8
Ford,2008,Falcon,USED,Automatic,118601,15990,NSW,4.0
Mercedes-Benz,2011,C180,USED,Automatic,124532,17910,ACT,1.8
Hyundai,2017,Elantra,USED,Automatic,68274,17990,NSW,2.0
Subaru,2018,Forester,USED,Automatic,77785,29912,NSW,2.5
Hyundai,2018,Sonata,USED,Automatic,65970,23730,ACT,2.4
Hyundai,2018,Tucson,USED,Automatic,70587,27990,NSW,2.0
Toyota,2020,RAV4,USED,Automatic,104372,45888,NSW,2.5
Mazda,2017,CX-5,USED,Automatic,115585,29990,NSW,2.5
Great,2014,Wall,USED,Manual,111837,9980,NSW,2.4
Volkswagen,2019,Polo,USED,Manual,69928,19990,ACT,1.0
Holden,2003,Commodore,USED,Automatic,415437,4995,NSW,3.8
Volkswagen,2016,Caddy,USED,Automatic,91722,27999,NSW,1.4
Subaru,2014,Forester,USED,Automatic,152690,22990,NSW,2.0
BMW,2016,X3,USED,Automatic,165394,27990,NSW,2.0
Subaru,2020,Outback,USED,Automatic,100580,33930,ACT,2.5
Ford,2018,Everest,USED,Automatic,201201,27950,NSW,3.2
Ford,2017,Everest,USED,Automatic,76635,40980,NSW,3.2
Mazda,2020,3,USED,Automatic,26476,27990,NSW,2.0
Audi,2012,A1,USED,Automatic,129433,18990,NSW,1.6
Mazda,2021,CX-8,USED,Automatic,48532,53770,NSW,2.2
Mitsubishi,2020,Outlander,USED,Automatic,61713,28670,ACT,2.4
Mercedes-Benz,2016,CLA45,USED,Automatic,75684,63950,NSW,2.0
Mazda,2018,BT-50,USED,Manual,163565,14999,NSW,2.2
Nissan,2004,Skyline,USED,Automatic,60900,16990,NSW,3.5
Suzuki,2017,Vitara,USED,Automatic,40101,24990,ACT,1.6
Hyundai,2019,Sonata,USED,Automatic,101864,21871,NSW,2.4
Hyundai,2014,Elantra,USED,Automatic,107104,14888,ACT,1.8
Renault,2014,Clio,USED,Automatic,175161,11888,NSW,1.6
Mitsubishi,2019,Outlander,USED,Automatic,69503,29999,NSW,2.4
Toyota,2019,Kluger,USED,Automatic,49094,49930,ACT,3.5
Mitsubishi,2015,Pajero,USED,Automatic,182848,27913,NSW,3.2
Suzuki,2016,Vitara,USED,Automatic,72792,24990,ACT,1.4
Mazda,2017,CX-5,USED,Automatic,148764,19888,NSW,2.0
Kia,2011,Grand,USED,Automatic,142277,12913,NSW,3.5
Hyundai,2010,I30,USED,Automatic,136142,11670,ACT,1.6
Ford,2011,Falcon,USED,Automatic,204221,32950,NSW,4.0
Renault,2019,Koleos,USED,Automatic,57390,26990,ACT,2.5
Mazda,2017,BT-50,USED,Automatic,214766,18913,NSW,3.2
Mazda,2018,CX-3,USED,Automatic,95211,22771,NSW,2.0
Holden,2018,Captiva,USED,Automatic,96044,18990,NSW,2.4
Volkswagen,2018,Amarok,USED,Automatic,79144,37990,NSW,3.0
Subaru,2020,Forester,USED,Automatic,61741,32670,ACT,2.5
Subaru,2021,XV,USED,Automatic,69820,32990,NSW,2.0
Land,2017,Rover,USED,Automatic,80599,40990,ACT,2.0
Mercedes-Benz,2014,E250,USED,Automatic,99352,34990,NSW,2.0
Mitsubishi,2017,Triton,USED,Automatic,188584,28990,NSW,2.4
Toyota,2015,Hilux,USED,Automatic,154621,34995,NSW,3.0
Kia,2020,Carnival,USED,Automatic,59823,36670,ACT,2.2
Audi,2021,SQ2,USED,Automatic,12619,64800,NSW,2.0
LDV,2020,T60,USED,Automatic,90351,37888,NSW,2.8
Volkswagen,2016,Polo,USED,Automatic,79263,16990,ACT,1.2
Mazda,2017,CX-5,USED,Automatic,147966,22990,NSW,2.5
Toyota,2021,HiAce,USED,Automatic,24913,59990,NSW,2.8
Volkswagen,2021,T-ROC,USED,Automatic,35485,34990,ACT,1.4
Holden,2014,UTE,USED,Manual,80925,29999,NSW,3.6
Nissan,2020,Pathfinder,USED,Automatic,58978,39980,NSW,3.5
MG,2016,6,USED,Automatic,51288,15990,ACT,1.8
Ford,2017,Ranger,USED,Manual,98218,37913,NSW,3.2
Toyota,2021,Corolla,USED,Automatic,46884,33980,ACT,1.8
Subaru,2020,Forester,USED,Automatic,53321,33990,NSW,2.5
Honda,2021,Civic,USED,Automatic,2022,44888,NSW,1.5
Toyota,2021,Hilux,USED,Automatic,48975,69780,NSW,2.8
Hyundai,2014,I30,USED,Automatic,26875,19913,NSW,1.8
Toyota,2017,Kluger,USED,Automatic,169310,29882,NSW,3.5
Nissan,2018,Pathfinder,USED,Automatic,70146,39990,ACT,3.5
Toyota,2016,Hilux,USED,Automatic,14350,26913,NSW,2.7
Hyundai,2021,I20,USED,Manual,17334,38369,ACT,1.6
Hyundai,2017,Iload,USED,Manual,217312,19990,NSW,2.5
Mazda,2021,2,USED,Automatic,5628,25990,NSW,1.5
Mitsubishi,2018,Pajero,USED,Automatic,116072,41830,ACT,2.4
Suzuki,2018,Ignis,USED,Automatic,37089,18999,NSW,1.2
Volkswagen,2013,Amarok,USED,Automatic,166201,28990,QLD,2.0
Holden,2016,Commodore,USED,Automatic,148348,21800,NSW,3.6
Toyota,2021,RAV4,USED,Automatic,60011,42990,NSW,2.5
Toyota,2014,Kluger,USED,Automatic,98626,27990,ACT,3.5
Mini,2018,Cooper,USED,Automatic,29846,29800,NSW,1.5
Hyundai,2015,Tucson,USED,Automatic,49321,28450,NSW,1.6
Toyota,2015,Corolla,USED,Automatic,135618,16888,ACT,1.8
Hyundai,2005,Terracan,USED,Automatic,409582,6950,NSW,2.9
LDV,2020,T60,USED,Automatic,16681,35980,NSW,2.0
Toyota,2013,Landcruiser,USED,Automatic,354028,29800,NSW,3.0
Holden,2015,Trax,USED,Manual,120435,10850,NSW,1.8
Volkswagen,2018,Golf,USED,Automatic,76000,23990,ACT,1.4
Toyota,2013,Yaris,USED,Manual,93037,11888,ACT,1.5
Ford,2016,Ranger,USED,Automatic,100000,37800,NSW,3.2
Kia,2011,Cerato,USED,Automatic,105721,13990,NSW,2.0
Honda,2000,Integra,USED,Manual,205364,48880,NSW,1.8
Toyota,2019,RAV4,USED,Automatic,83910,43990,NSW,2.5
Audi,2021,Q5,USED,Automatic,56184,56888,NSW,2.0
Mitsubishi,2021,ASX,USED,Automatic,45500,26488,ACT,2.0
MG,2022,HS,NEW,Automatic,15,41990,NSW,2.0
Mazda,2016,CX-5,USED,Automatic,96279,22800,ACT,2.2
Holden,2009,Colorado,USED,Automatic,189208,15500,NSW,3.6
Ssangyong,2023,Korando,NEW,Automatic,5,33585,NSW,1.5
Land,2017,Rover,USED,Automatic,71432,36980,NSW,2.0
Nissan,2018,Qashqai,USED,Automatic,110385,22888,NSW,2.0
Toyota,2015,Landcruiser,USED,Automatic,210140,46990,QLD,3.0
Hyundai,2020,Iload,USED,Manual,56286,38999,NSW,2.5
Volkswagen,2018,Golf,USED,Automatic,137605,44950,NSW,2.0
Holden,2017,UTE,USED,Automatic,54608,67990,NSW,6.2
Nissan,2019,X-Trail,USED,Automatic,38092,30990,ACT,2.5
Holden,2019,Calais,USED,Automatic,78324,33490,NSW,3.6
Kia,2018,Sportage,USED,Automatic,67770,29800,NSW,2.0
Jeep,2013,Grand,USED,Automatic,225041,20930,ACT,3.0
Ford,2016,Ranger,USED,Automatic,99298,41990,NSW,3.2
MG,2018,ZS,USED,Automatic,91910,17913,NSW,1.0
Subaru,2017,XV,USED,Automatic,116496,24990,NSW,2.0
Jaguar,2015,XF,USED,Automatic,109981,35990,ACT,2.0
LDV,2020,D90,USED,Automatic,39739,30500,NSW,2.0
Toyota,2020,RAV4,USED,Automatic,40800,57690,NSW,2.5
Holden,2015,Colorado,USED,Manual,230000,24988,NSW,2.8
Kia,2020,Stinger,USED,Automatic,88742,47950,NSW,2.0
Subaru,2016,Forester,USED,Automatic,157609,22990,ACT,2.0
Skoda,2019,Octavia,USED,Automatic,84481,34250,ACT,2.0
Subaru,2023,BRZ,USED,Manual,301,43888,NSW,2.4
Nissan,2020,X-Trail,USED,Automatic,50994,28990,NSW,2.5
Peugeot,2021,5008,USED,Automatic,12691,45986,NSW,1.6
Subaru,2010,Tribeca,USED,Automatic,164123,14990,NSW,3.6
Skoda,2020,Octavia,USED,Automatic,77716,25990,ACT,1.4
Fiat,2015,Freemont,USED,Automatic,64250,19999,ACT,2.4
Toyota,2004,Landcruiser,USED,Automatic,350999,69900,NSW,4.2
Holden,2008,Commodore,USED,Automatic,162998,24988,NSW,6.0
Volkswagen,2021,Golf,USED,Automatic,8202,49990,NSW,2.0
Subaru,2015,WRX,USED,Automatic,120047,27888,ACT,2.0
Volkswagen,2019,Tiguan,USED,Automatic,56689,31888,NSW,2.0
Mitsubishi,2018,Triton,USED,Automatic,214326,29990,SA,2.4
BMW,2015,328I,USED,Automatic,159780,23990,ACT,2.0
Toyota,2020,GR,USED,Manual,24633,47995,NSW,1.6
Holden,2018,Barina,USED,Automatic,17939,17490,NSW,1.6
Kia,2018,Sportage,USED,Automatic,46098,27986,NSW,2.0
Toyota,2018,Camry,USED,Automatic,47508,35990,NSW,2.5
Mitsubishi,2019,Triton,USED,Automatic,121290,38888,ACT,2.4
Holden,2013,Colorado,USED,Manual,224875,19990,NSW,2.8
Nissan,2017,X-Trail,USED,Automatic,104591,27888,ACT,2.5
Mazda,2017,3,USED,Automatic,81664,22990,NSW,2.0
Nissan,2013,Navara,USED,Automatic,277874,19888,QLD,2.5
BMW,2020,M235I,USED,Automatic,15462,56888,NSW,2.0
Audi,2019,Q3,USED,Automatic,52651,42830,ACT,1.4
Lexus,2019,RC350,USED,Automatic,30968,60990,ACT,3.5
Mazda,2017,3,USED,Manual,55290,19990,WA,2.0
Kia,2021,Cerato,USED,Automatic,25243,33990,NSW,1.6
Volkswagen,2009,Tiguan,USED,Manual,320102,6995,NSW,2.0
Mitsubishi,2012,Lancer,USED,Manual,100500,12992,NSW,2.0
Mitsubishi,2021,ASX,USED,Automatic,44104,24670,ACT,2.0
Mazda,2018,3,USED,Automatic,40228,28990,NSW,2.5
Dodge,2015,Journey,USED,Automatic,115015,17990,NSW,3.6
Nissan,2023,Qashqai,USED,Automatic,2950,43554,WA,1.3
GWM,2022,UTE,NEW,Automatic,7,44085,NSW,2.0
Toyota,2013,Prius,USED,Automatic,106898,18980,ACT,1.5
Ford,2016,Ranger,USED,Automatic,105507,32800,NSW,3.2
Mazda,2008,BT-50,USED,Manual,137798,11990,ACT,2.5
Mitsubishi,2017,Outlander,USED,Automatic,91907,24555,NSW,2.4
Jaguar,2014,XF,USED,Automatic,113588,31950,NSW,3.0
Holden,2018,Colorado,USED,Automatic,131243,29913,NSW,2.8
Audi,2022,Q3,USED,Automatic,1031,72990,NSW,2.0
Honda,2022,CR-V,USED,Automatic,16623,37888,NSW,1.5
Mazda,2018,CX-3,USED,Automatic,97573,23990,WA,2.0
Nissan,2012,X-Trail,USED,Automatic,165766,14249,ACT,2.0
Mazda,2021,BT-50,USED,Automatic,82000,54983,NSW,3.0
Mercedes-Benz,2018,GLE350,USED,Automatic,99788,57888,NSW,3.0
Audi,2016,A4,USED,Automatic,92045,33990,ACT,2.0
Toyota,2015,Hilux,USED,Automatic,241499,27913,NSW,3.0
Isuzu,2021,D-MAX,USED,Automatic,77791,51888,NSW,3.0
Holden,2017,Colorado,USED,Automatic,40222,41990,NSW,2.8
Holden,2019,Acadia,USED,Automatic,106193,28690,NSW,3.6
Holden,2013,Captiva,USED,Automatic,116453,11399,ACT,2.4
Mazda,2018,6,USED,Automatic,82115,26888,NSW,2.5
Ford,2013,Mondeo,USED,Automatic,189790,8990,NSW,2.0
Mitsubishi,2014,ASX,USED,Automatic,111629,19990,NSW,2.3
Hyundai,2019,I30,USED,Automatic,123969,26990,ACT,1.6
Kia,2015,Sportage,USED,Automatic,114568,21888,ACT,2.0
Lexus,2018,RX350L,USED,Automatic,76495,62900,NSW,3.5
Mercedes-Benz,2018,E220,USED,Automatic,58994,59800,NSW,2.0
Holden,2012,Barina,USED,Automatic,115460,10990,ACT,1.6
Suzuki,2023,Jimny,USED,Automatic,69,44990,NSW,1.5
Isuzu,2016,MU-X,USED,Automatic,99734,41990,NSW,3.0
